unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1645866000,2022-02-26 09:00:00,BTC/USD,38766.97,38946.63,38600.00,38822.90,22.87484487,888067.8149035231
1645862400,2022-02-26 08:00:00,BTC/USD,39219.53,39559.22,38695.24,38792.49,57.29722173,2222701.9009888074
1645858800,2022-02-26 07:00:00,BTC/USD,39178.00,39240.47,38979.77,39227.40,30.42935501,1193664.480719274
1645855200,2022-02-26 06:00:00,BTC/USD,39040.81,39247.96,39027.33,39163.28,29.52211517,1156182.8625949575
1645851600,2022-02-26 05:00:00,BTC/USD,39385.74,39411.15,38974.68,39054.26,45.84066958,1790273.4283514107
1645848000,2022-02-26 04:00:00,BTC/USD,39423.55,39488.93,39274.31,39376.99,20.25732045,797672.3047864456
1645844400,2022-02-26 03:00:00,BTC/USD,39597.57,39634.65,39301.00,39428.69,27.41243881,1080836.551983459
1645840800,2022-02-26 02:00:00,BTC/USD,39753.68,39755.90,39492.25,39597.57,27.67270745,1095771.9703408966
1645837200,2022-02-26 01:00:00,BTC/USD,39774.69,39844.04,39601.00,39759.90,34.66073579,1378107.388936821
1645833600,2022-02-26 00:00:00,BTC/USD,39242.64,40330.99,39099.51,39777.78,151.63695307,6031781.359088785
1645830000,2022-02-25 23:00:00,BTC/USD,39434.79,39680.89,39160.76,39231.64,132.11147061,5182949.6548421
1645826400,2022-02-25 22:00:00,BTC/USD,38987.36,39515.68,38900.55,39465.45,55.78181892,2201454.585496314
1645822800,2022-02-25 21:00:00,BTC/USD,39128.57,39237.22,38954.51,39021.29,21.03178576,820687.4113588305
1645819200,2022-02-25 20:00:00,BTC/USD,38678.53,39254.81,38645.90,39134.42,127.43133970,4986951.568982474
1645815600,2022-02-25 19:00:00,BTC/USD,38685.59,38984.99,38556.28,38703.22,39.35746922,1523260.7898648884
1645812000,2022-02-25 18:00:00,BTC/USD,39025.65,39054.76,38556.27,38685.67,59.08194787,2285624.738256023
1645808400,2022-02-25 17:00:00,BTC/USD,39390.28,39405.97,38881.31,38992.40,217.14528551,8467015.830720125
1645804800,2022-02-25 16:00:00,BTC/USD,39442.92,39603.77,39214.60,39385.41,278.32131825,10961799.231016733
1645801200,2022-02-25 15:00:00,BTC/USD,39038.52,39601.00,38730.34,39481.66,163.97413070,6473970.877092962
1645797600,2022-02-25 14:00:00,BTC/USD,39404.56,39499.95,38930.12,39008.66,202.67981389,7906267.9488982875
1645794000,2022-02-25 13:00:00,BTC/USD,39367.63,39727.97,39268.39,39371.94,163.13332743,6422875.579574315
1645790400,2022-02-25 12:00:00,BTC/USD,38781.89,39538.59,38767.31,39340.33,114.14765689,4490606.490779374
1645786800,2022-02-25 11:00:00,BTC/USD,38597.74,38881.31,38371.75,38771.98,44.73380784,1734418.3028963231
1645783200,2022-02-25 10:00:00,BTC/USD,38704.34,38796.99,38512.78,38595.24,39.50023652,1524521.1085461648
1645779600,2022-02-25 09:00:00,BTC/USD,38371.75,38769.04,38027.61,38676.56,86.57521686,3348431.5693988013
1645776000,2022-02-25 08:00:00,BTC/USD,38488.58,38549.87,38188.12,38390.22,54.51526264,2092852.926107381
1645772400,2022-02-25 07:00:00,BTC/USD,38706.89,38834.65,38398.98,38519.32,65.42931042,2520292.545447314
1645768800,2022-02-25 06:00:00,BTC/USD,38473.84,38781.07,38411.39,38733.17,23.04447340,892585.505762678
1645765200,2022-02-25 05:00:00,BTC/USD,38740.71,38796.39,38331.16,38473.84,46.75492129,1798841.3609240535
1645761600,2022-02-25 04:00:00,BTC/USD,38927.42,38950.43,38676.36,38751.90,27.98132202,1084329.392786838
1645758000,2022-02-25 03:00:00,BTC/USD,38824.90,39019.83,38531.45,38945.92,63.65220475,2478993.67401712
1645754400,2022-02-25 02:00:00,BTC/USD,38569.97,38871.80,38500.99,38837.20,60.69037184,2357044.1092244475
1645750800,2022-02-25 01:00:00,BTC/USD,38260.50,38942.59,38176.97,38593.94,58.14710414,2244125.848352912
1645747200,2022-02-25 00:00:00,BTC/USD,38360.93,38773.21,38242.11,38254.83,57.63023084,2204634.6836449574
1645743600,2022-02-24 23:00:00,BTC/USD,37875.79,38387.77,37875.79,38376.88,194.21769742,7453469.267763649
1645740000,2022-02-24 22:00:00,BTC/USD,38404.46,38491.81,37771.34,37866.33,83.50751900,3162123.27193527
1645736400,2022-02-24 21:00:00,BTC/USD,38438.67,38667.86,38189.36,38410.46,185.34638436,7119239.882604405
1645732800,2022-02-24 20:00:00,BTC/USD,37350.42,39720.00,37322.65,38417.05,570.59205558,21920463.52881964
1645729200,2022-02-24 19:00:00,BTC/USD,36456.62,37388.88,36268.71,37328.59,259.68955597,9693844.962086182
1645725600,2022-02-24 18:00:00,BTC/USD,35858.35,36817.98,35833.07,36435.58,178.14766002,6490913.318471512
1645722000,2022-02-24 17:00:00,BTC/USD,36205.15,36205.15,35770.80,35882.97,67.22921033,2412383.7373950803
1645718400,2022-02-24 16:00:00,BTC/USD,35925.32,36350.39,35879.35,36201.86,151.82109984,5496206.201453702
1645714800,2022-02-24 15:00:00,BTC/USD,35658.54,36167.64,35438.89,35964.57,184.24351933,6626238.947990138
1645711200,2022-02-24 14:00:00,BTC/USD,35502.55,35914.56,35207.28,35686.84,170.96061188,6101044.002463658
1645707600,2022-02-24 13:00:00,BTC/USD,35268.67,35700.00,35129.16,35487.59,100.11654090,3552894.755677431
1645704000,2022-02-24 12:00:00,BTC/USD,35460.62,35460.62,35071.03,35262.33,89.45768732,3154486.491314656
1645700400,2022-02-24 11:00:00,BTC/USD,35210.75,35591.41,34900.00,35441.97,126.94872260,4499312.817927522
1645696800,2022-02-24 10:00:00,BTC/USD,35356.24,35498.11,34823.07,35191.08,169.91867573,5979621.711108488
1645693200,2022-02-24 09:00:00,BTC/USD,35519.66,35810.07,35298.34,35351.18,109.71818398,3878667.271150097
1645689600,2022-02-24 08:00:00,BTC/USD,35311.31,35888.88,35193.90,35553.01,277.62303112,9870334.401639672
1645686000,2022-02-24 07:00:00,BTC/USD,34900.38,35536.74,34376.81,35313.40,486.70062781,17187053.950105656
1645682400,2022-02-24 06:00:00,BTC/USD,34664.39,35090.39,34604.20,34900.00,168.18331039,5869597.532611
1645678800,2022-02-24 05:00:00,BTC/USD,35096.43,35127.04,34324.05,34654.29,438.64564747,15200953.474663146
1645675200,2022-02-24 04:00:00,BTC/USD,34966.87,35220.46,34502.31,35103.59,1276.44978986,44807970.07883159
1645671600,2022-02-24 03:00:00,BTC/USD,35950.36,35981.14,34724.93,34945.20,719.55100740,25144853.86379448
1645668000,2022-02-24 02:00:00,BTC/USD,36986.61,37044.46,35879.35,35949.86,174.25156385,6264319.325188561
1645664400,2022-02-24 01:00:00,BTC/USD,36823.58,37074.20,36650.00,36979.84,51.47077404,1903380.9886753536
1645660800,2022-02-24 00:00:00,BTC/USD,37253.26,37444.13,36737.74,36753.43,68.06008039,2501441.4004082377
1645657200,2022-02-23 23:00:00,BTC/USD,37663.20,37732.87,37060.16,37274.18,65.93946606,2457839.527024331
1645653600,2022-02-23 22:00:00,BTC/USD,37528.57,37680.35,37149.20,37680.35,67.51399246,2543950.865790161
1645650000,2022-02-23 21:00:00,BTC/USD,37690.87,37821.15,37437.02,37572.52,29.26867397,1099697.8381113042
1645646400,2022-02-23 20:00:00,BTC/USD,37631.18,37740.01,37401.00,37688.34,80.41985399,3030890.799925476
1645642800,2022-02-23 19:00:00,BTC/USD,37787.37,37897.60,37538.84,37636.45,156.87325260,5904152.32781727
1645639200,2022-02-23 18:00:00,BTC/USD,38107.63,38124.75,37732.87,37790.51,183.48024032,6933811.856615364
1645635600,2022-02-23 17:00:00,BTC/USD,38675.65,38794.00,38049.77,38102.71,111.70834645,4256390.729363879
1645632000,2022-02-23 16:00:00,BTC/USD,38539.70,38732.71,38371.75,38667.39,75.38827272,2915067.742690601
1645628400,2022-02-23 15:00:00,BTC/USD,38677.89,38687.55,38463.90,38535.68,109.52624801,4220668.444913997
1645624800,2022-02-23 14:00:00,BTC/USD,38983.76,39032.35,38648.86,38677.89,144.17023605,5576200.531215934
1645621200,2022-02-23 13:00:00,BTC/USD,39037.18,39303.24,38927.97,39007.90,87.03607743,3395094.6047816975
1645617600,2022-02-23 12:00:00,BTC/USD,38821.30,39132.86,38781.13,39056.36,32.52257023,1270213.2110281629
1645614000,2022-02-23 11:00:00,BTC/USD,38877.69,39162.10,38775.20,38811.20,69.58371122,2700627.3329016636
1645610400,2022-02-23 10:00:00,BTC/USD,38931.22,38969.34,38798.91,38898.72,38.22937738,1487073.8464789537
1645606800,2022-02-23 09:00:00,BTC/USD,38719.46,39021.45,38630.96,38899.29,93.52030775,3637873.5720564974
1645603200,2022-02-23 08:00:00,BTC/USD,38174.24,38833.94,38109.16,38719.61,142.38141717,5512952.944069703
1645599600,2022-02-23 07:00:00,BTC/USD,37995.58,38245.84,37995.58,38189.12,44.62109724,1704040.4370300288
1645596000,2022-02-23 06:00:00,BTC/USD,38011.22,38185.25,37954.89,38026.79,23.70256949,901332.6324566371
1645592400,2022-02-23 05:00:00,BTC/USD,38049.36,38145.45,37851.48,38032.76,32.54290306,1237696.4217842456
1645588800,2022-02-23 04:00:00,BTC/USD,37763.79,38113.14,37749.08,38062.30,35.84441485,1364320.8713451552
1645585200,2022-02-23 03:00:00,BTC/USD,37669.00,37811.77,37615.63,37786.40,12.00512220,453630.34949808003
1645581600,2022-02-23 02:00:00,BTC/USD,38071.84,38232.29,37552.30,37706.57,71.65668676,2701927.8752840133
1645578000,2022-02-23 01:00:00,BTC/USD,38167.26,38184.93,37959.81,38097.41,24.13130650,919340.2775661651
1645574400,2022-02-23 00:00:00,BTC/USD,38269.94,38381.00,38082.09,38159.89,46.20911442,1763334.7232646137
1645570800,2022-02-22 23:00:00,BTC/USD,37933.40,38463.88,37901.65,38269.94,55.76295826,2134045.0668327045
1645567200,2022-02-22 22:00:00,BTC/USD,37905.96,38006.06,37782.46,37922.16,39.57902914,1500922.2756917425
1645563600,2022-02-22 21:00:00,BTC/USD,37935.73,38070.43,37843.32,37907.16,27.14903037,1029142.6380804492
1645560000,2022-02-22 20:00:00,BTC/USD,38127.16,38305.23,37807.18,37932.03,88.15364616,3343846.7507505044
1645556400,2022-02-22 19:00:00,BTC/USD,37733.92,38183.10,37626.00,38085.19,111.43674728,4244089.693140783
1645552800,2022-02-22 18:00:00,BTC/USD,37683.95,38022.79,37556.54,37741.64,92.76421931,3501073.7700790684
1645549200,2022-02-22 17:00:00,BTC/USD,37719.49,37866.19,37400.00,37665.43,73.55129083,2770340.996167007
1645545600,2022-02-22 16:00:00,BTC/USD,37782.70,37905.88,37501.00,37727.50,130.04538692,4906287.3350243
1645542000,2022-02-22 15:00:00,BTC/USD,38168.33,38250.00,37702.93,37760.80,158.53744422,5986500.723702576
1645538400,2022-02-22 14:00:00,BTC/USD,37839.84,38339.48,37462.33,38179.33,254.57873219,9719645.427263634
1645534800,2022-02-22 13:00:00,BTC/USD,37669.40,37975.57,37341.59,37875.81,50.97276605,1930634.8020842504
1645531200,2022-02-22 12:00:00,BTC/USD,37524.00,37788.95,37301.00,37665.40,45.62042103,1718311.4062633622
1645527600,2022-02-22 11:00:00,BTC/USD,37719.07,37796.93,37430.60,37552.95,47.72768305,1792315.2951924975
1645524000,2022-02-22 10:00:00,BTC/USD,37164.67,37883.78,37092.74,37760.32,110.48142101,4171813.8113923236
1645520400,2022-02-22 09:00:00,BTC/USD,37144.44,37333.39,37049.42,37161.31,66.25606614,2462162.2132090433
1645516800,2022-02-22 08:00:00,BTC/USD,36788.87,37193.73,36764.52,37141.79,68.17214400,2532035.4562977604
1645513200,2022-02-22 07:00:00,BTC/USD,36862.74,37003.25,36543.21,36790.54,87.85239820,3232137.1700730277
1645509600,2022-02-22 06:00:00,BTC/USD,36744.37,37008.93,36612.58,36868.13,164.78011398,6075134.663629457
1645506000,2022-02-22 05:00:00,BTC/USD,36646.81,37265.06,36565.66,36756.47,95.09496742,3495355.3171242075
1645502400,2022-02-22 04:00:00,BTC/USD,36612.29,36818.54,36576.05,36642.70,91.45253130,3351067.66866651
1645498800,2022-02-22 03:00:00,BTC/USD,37021.01,37021.01,36368.99,36601.97,281.66102310,10309348.317675509
1645495200,2022-02-22 02:00:00,BTC/USD,37238.37,37255.66,36923.32,37041.99,131.59539173,4874555.184508742
1645491600,2022-02-22 01:00:00,BTC/USD,37258.22,37462.33,36896.24,37270.54,71.77056793,2674927.8228577822
1645488000,2022-02-22 00:00:00,BTC/USD,37036.98,37346.62,36859.94,37224.02,43.76305553,1629036.8543098306
1645484400,2022-02-21 23:00:00,BTC/USD,37546.24,37696.63,36861.79,37076.60,203.66408076,7551171.656706215
1645480800,2022-02-21 22:00:00,BTC/USD,37057.91,37778.15,36810.72,37578.07,225.76993714,8483998.50174252
1645477200,2022-02-21 21:00:00,BTC/USD,38251.94,38394.79,36927.06,37067.60,177.03768208,6562361.984268608
1645473600,2022-02-21 20:00:00,BTC/USD,38166.06,38463.90,37967.28,38260.63,52.76910466,2018979.1888275358
1645470000,2022-02-21 19:00:00,BTC/USD,37761.56,38326.43,37597.36,38154.35,131.43468294,5014804.895031788
1645466400,2022-02-21 18:00:00,BTC/USD,38574.07,38668.03,37562.59,37810.55,270.76024717,10237593.863633646
1645462800,2022-02-21 17:00:00,BTC/USD,38739.47,38855.73,38470.13,38543.10,51.03499891,1967047.0664880208
1645459200,2022-02-21 16:00:00,BTC/USD,38850.57,39168.73,38695.24,38703.55,392.73101332,15200084.410581287
1645455600,2022-02-21 15:00:00,BTC/USD,38697.16,39304.14,38658.36,38853.47,333.00212681,12938288.14394853
1645452000,2022-02-21 14:00:00,BTC/USD,37580.37,38881.31,37500.00,38723.49,246.31556550,9538198.337483594
1645448400,2022-02-21 13:00:00,BTC/USD,37573.54,37726.84,37200.02,37607.94,99.86100893,3755566.832178904
1645444800,2022-02-21 12:00:00,BTC/USD,37590.05,37819.10,37423.16,37565.55,262.77628361,9871335.620765636
1645441200,2022-02-21 11:00:00,BTC/USD,38296.61,38452.53,37375.60,37606.76,311.80592910,11726010.742240718
1645437600,2022-02-21 10:00:00,BTC/USD,38939.21,38998.52,38250.76,38289.75,112.71084915,4315670.236241212
1645434000,2022-02-21 09:00:00,BTC/USD,39080.89,39106.27,38897.74,38923.29,49.24462640,1916762.8743088562
1645430400,2022-02-21 08:00:00,BTC/USD,39312.15,39395.59,38992.16,39070.76,100.74213836,3936071.9097503535
1645426800,2022-02-21 07:00:00,BTC/USD,39238.06,39368.64,39093.61,39335.98,40.42918866,1590321.756545987
1645423200,2022-02-21 06:00:00,BTC/USD,39242.71,39290.00,39180.00,39236.56,23.85161012,935855.1315699872
1645419600,2022-02-21 05:00:00,BTC/USD,39329.24,39494.11,39240.10,39255.96,37.72466383,1480917.8943239267
1645416000,2022-02-21 04:00:00,BTC/USD,38973.81,39397.63,38956.51,39318.13,54.87774110,2157690.158676143
1645412400,2022-02-21 03:00:00,BTC/USD,39128.65,39275.85,38833.81,38939.65,37.61021254,1464528.512733211
1645408800,2022-02-21 02:00:00,BTC/USD,39161.14,39272.07,39064.70,39137.84,23.89259539,935104.5755585575
1645405200,2022-02-21 01:00:00,BTC/USD,38775.67,39397.63,38598.38,39149.85,213.46313107,8357049.561920839
1645401600,2022-02-21 00:00:00,BTC/USD,38384.09,38781.36,38208.64,38777.48,47.91094663,1857865.7747258926
1645398000,2022-02-20 23:00:00,BTC/USD,38839.12,38983.00,38369.70,38373.90,72.53470756,2783439.614436684
1645394400,2022-02-20 22:00:00,BTC/USD,38256.68,38894.72,38249.49,38876.62,90.58248703,3521540.926920239
1645390800,2022-02-20 21:00:00,BTC/USD,38349.00,38370.59,38059.05,38255.57,37.87413368,1448896.5721845976
1645387200,2022-02-20 20:00:00,BTC/USD,38416.41,38417.40,38270.84,38332.40,15.02428415,575916.86975146
1645383600,2022-02-20 19:00:00,BTC/USD,38449.92,38449.92,38332.91,38409.51,33.08435646,1270753.9202939346
1645380000,2022-02-20 18:00:00,BTC/USD,38272.47,38462.11,38188.12,38423.09,38.96135509,1497015.6531450278
1645376400,2022-02-20 17:00:00,BTC/USD,38273.86,38429.51,38247.28,38296.19,11.49912933,440372.84165625274
1645372800,2022-02-20 16:00:00,BTC/USD,38367.50,38536.17,38271.76,38304.51,26.54644674,1016848.6346167974
1645369200,2022-02-20 15:00:00,BTC/USD,38217.34,38431.37,38148.80,38373.62,40.90642744,1569727.702140133
1645365600,2022-02-20 14:00:00,BTC/USD,38227.27,38309.09,38039.56,38221.58,25.22486098,964134.0419359484
1645362000,2022-02-20 13:00:00,BTC/USD,38252.55,38333.25,38195.13,38231.06,20.50966045,784106.0592435768
1645358400,2022-02-20 12:00:00,BTC/USD,38371.59,38628.00,38226.77,38233.55,34.64405913,1324565.3669498116
1645354800,2022-02-20 11:00:00,BTC/USD,38211.97,38374.80,38150.00,38366.80,23.66402276,907912.8284283681
1645351200,2022-02-20 10:00:00,BTC/USD,38240.05,38398.32,38154.43,38195.93,32.14590597,1227842.7742167022
1645347600,2022-02-20 09:00:00,BTC/USD,38127.25,38417.80,37974.18,38194.17,113.29768213,4327310.931879181
1645344000,2022-02-20 08:00:00,BTC/USD,38782.50,38850.00,38092.83,38172.67,178.93186547,6830307.053070704
1645340400,2022-02-20 07:00:00,BTC/USD,38787.50,38901.41,38602.54,38811.55,61.57281595,2389736.4248842224
1645336800,2022-02-20 06:00:00,BTC/USD,39401.39,39438.90,38709.30,38817.94,298.30205111,11579471.121864913
1645333200,2022-02-20 05:00:00,BTC/USD,39589.13,39707.24,39303.25,39391.05,32.25420602,1270527.042044121
1645329600,2022-02-20 04:00:00,BTC/USD,39825.16,39853.22,39492.25,39563.50,45.63657329,1805542.567358915
1645326000,2022-02-20 03:00:00,BTC/USD,39854.02,39914.39,39716.56,39822.84,20.30111325,808447.98477663
1645322400,2022-02-20 02:00:00,BTC/USD,39998.39,40037.91,39851.43,39869.29,5.96542537,237837.27404988732
1645318800,2022-02-20 01:00:00,BTC/USD,39953.29,40032.08,39834.67,40021.90,12.99278571,519995.970407049
1645315200,2022-02-20 00:00:00,BTC/USD,40108.62,40151.62,39895.91,39953.29,11.05519233,441691.30516626575
1645311600,2022-02-19 23:00:00,BTC/USD,40026.11,40166.49,39989.50,40109.02,8.81089259,353396.2671101618
1645308000,2022-02-19 22:00:00,BTC/USD,39950.59,40081.15,39896.91,40042.10,13.80905439,552943.536789819
1645304400,2022-02-19 21:00:00,BTC/USD,40083.71,40087.71,39822.03,39957.17,21.63541894,864490.1126067998
1645300800,2022-02-19 20:00:00,BTC/USD,39979.80,40119.37,39954.02,40089.83,12.05757047,483385.9503553201
1645297200,2022-02-19 19:00:00,BTC/USD,40140.43,40145.93,39939.79,39979.80,14.34516924,573516.9971813521
1645293600,2022-02-19 18:00:00,BTC/USD,40141.12,40222.22,40058.41,40148.73,10.19896866,409475.63900880184
1645290000,2022-02-19 17:00:00,BTC/USD,39975.60,40195.44,39914.57,40195.44,15.85591567,637335.5069585448
1645286400,2022-02-19 16:00:00,BTC/USD,39985.60,40360.20,39876.85,39981.00,49.32174203,1971932.56810143
1645282800,2022-02-19 15:00:00,BTC/USD,39904.29,40031.81,39837.00,39985.60,17.83707227,713226.0369593119
1645279200,2022-02-19 14:00:00,BTC/USD,40030.81,40030.81,39786.36,39892.11,14.70961976,586797.7695240936
1645275600,2022-02-19 13:00:00,BTC/USD,39775.20,40086.02,39655.26,40048.21,31.97910712,1280705.9975542552
1645272000,2022-02-19 12:00:00,BTC/USD,39862.48,39957.84,39682.15,39776.44,120.13225012,4778433.238963173
1645268400,2022-02-19 11:00:00,BTC/USD,39968.72,40040.21,39587.08,39858.10,58.72472722,2340656.050007482
1645264800,2022-02-19 10:00:00,BTC/USD,39959.48,39995.19,39788.06,39936.18,33.29645809,1329733.3436446963
1645261200,2022-02-19 09:00:00,BTC/USD,39986.96,40075.76,39905.85,39929.42,64.04252703,2557180.9596422226
1645257600,2022-02-19 08:00:00,BTC/USD,40297.75,40335.58,39968.20,40000.00,38.15708786,1526283.5144
1645254000,2022-02-19 07:00:00,BTC/USD,40404.09,40440.16,40286.34,40306.75,13.99400383,564052.8138748525
1645250400,2022-02-19 06:00:00,BTC/USD,40269.08,40471.27,40240.80,40402.01,23.02291886,930172.1980109087
